page,rating_overall,employment_status,review_title,review_link,review_date,employee_job,employee_loc,review_pros,review_cons,review_advice_mgmt,flag_incomplete,rating_components.Work/Life Balance,rating_components.Career Opportunities,rating_components.Compensation and Benefits,rating_components.Senior Management,summary_views.Recommend,summary_views.CEO Approval,summary_views.Business Outlook,supposed_n_reviews,Glassdoor Review Page,rating_components.Culture & Values
46,4.0,Former Employee,fun,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW951205.htm,"May 23, 2011",,"Akron, OH",it was a great fun place to work where you would get discounts. It was nice to be in the front,some of the people that worked there were a little stand offish. Sometimes you are really slow in the morning,I do not have any advice to the management because I did not have a problem working there what so ever.,0,css-1areqgb,4,4,4,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,3.0,Former Employee,great way to meet new people,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW954409.htm,"May 25, 2011",Brand Model,"Louisville, KY",atmosphere if you enjoy interacting with people,"the pay is horrible and sometimes the music can get way too loud, even if you LOVE loud music!",,0,3,3,3,3,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,4.0,Former Employee,stock/sales floor,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW954523.htm,"May 25, 2011",Impact Team Member,"Santa Barbara, CA",pretty easy straight forward job. everyone is very social and nice. managers understand that we have a busy lifestyle and can understand when we need time off and that we deal with emergencies as well.,"often boring at times, theres a lot of side work to do when customers aren't there. annoying music after youve been working there for awhile.","my advice. the best managers related to us on our level, they were very chill and we diddnt want to disappointed the managers we like the most",0,5,1,3,css-11rm5hs,blank,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,2.0,Current Employee,High School all over again,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW955942.htm,"May 26, 2011",,,I get 30% off at Hollister and 40% off at Abercrombie.  Full benefits.,"They base things mostly on looks. If you don't recruit good looking people then you won't get promoted. It doesn't make sense why a manager has to have a degree. Anyone can be a manager in the company. The turnover rate is horrible. After 40 hours, you get paid supplemental pay not time and a half. The hours are ridiculous. Just drama because everyone who works there has a teenager mentality. Since you work with nothing but 17 year olds it starts to rub off. Its high school drama. Everyone has their clicks, including managers.","The company was made for you to stay late. Most of the people, if not all, date others within the company because they don't have time for outsiders. It's hard for someone that doesn't work for the company to understand the slave drivers in this company. Mike Jeffries needs to take a closer look at his company. It use to be fun but now everyone is leaving and its just not the same.",0,css-qt3l8j,4,3,1,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,2.0,Current Employee,"Not enough hours, not enough pay",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW957836.htm,"May 27, 2011",Brand Model,,It was very lax because I was cool with the manager. I got to choose what I wanted to do in which room and I was able to choose my hours.,"I worked overtime and never got paid for it. When the summer time came around, I didn't get enough hours and I was lucky to even work one shift a week.","Don't take the job if there are better ones available. If you are not close with the managers, they won't give you hours and will give you the jobs that no one else wants to do.",0,2,css-qt3l8j,css-z2gtf,1,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,4.0,Current Employee,The company taught me structure but there is little pay for the time invested.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW965200.htm,"Jun 2, 2011",Sales Associate (Model),"New York, NY",To get a hold of the ropes on 5 th Ave. Surrounded by all of retail you can see how its done in real life and have an edge on competition.,It sucks you in. One minute your working there in-between jobs the next your working clopenings ( close shift followed by an opening shift) it's tough to keep heard head in the game.,,0,4,css-11rm5hs,css-z2gtf,3,blank,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,3.0,Former Employee,"It was tedious work, at minimum wage; only upside was the cute people working there.",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW965510.htm,"Jun 2, 2011",,"San Diego, CA","The employees must be attractive in order to work there, creating an environment full of pretty people. This boosted morale.","Since it was full of pretty people and they all knew it, there was a bad vibe given off, sort of an elitest feel. Soundtrack should be changed more often.","Loosen up a bit. Selling clothes would be easier with a more relaxed and comfortable environment, especially with a better music selection.",0,3,2,css-z2gtf,3,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,2.0,Former Employee,Less than Mediocre,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW966396.htm,"Jun 3, 2011",Impact Team Member,"New Albany, OH","(Note: Worked at Home Office) Relatively mindless work. Censor, fold, put away clothes, repeat. Managers rarely pester the Impact Team Members. 40% discount on all A&F merchandise.","(Note: Worked at Home Office) Very strict ""look policy."" Must stand the entire shift. No customer interaction. Both the loud music and scent become overbearing.",,0,3,3,3,3,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,2.0,Current Employee,Complete disregard for employee satisfaction,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW967256.htm,"Jun 4, 2011",Model/PTI,,"The people in the stores (i.e. other models and impacters) are the best. I've worked at two different A&Fs in two different states, and the people I've met there have been some of the nicest and outgoing friends I've ever had. They help make for a less dreadful work atmosphere. Some of the asst. managers are pretty cool, and the store manager can be cool if they're not stressed out.",Working really hard and not getting any recognition or thanks. Not getting enough hours. The pressure to fit look standards. Favoritism. Disrespect at the hands of upper-level management. Insane tasks and even crazier deadlines. Poor scheduling/ disbursment of hours.,"Please take into account that some of these store employees work really hard and depend on this job. We are not disposable things as it is sometimes portrayed. Many of us work and go to school full-time, so it would be nice to come to work and feel respected as fundamentals in the success of the company. We create store experiences for the customer, and if our hearst are not in it, the customer will feel that. This is not intetional, but it's hard to look forward to coming in and working hard when we feel that our strives and accomplishments will go unappreciated.",0,css-11rm5hs,css-z2gtf,2,css-qt3l8j,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,2.0,Former Employee,working at A&F was not what I expected it to be.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW968116.htm,"Jun 5, 2011",Impact Team Member,"Cherry Hill, NJ",The discounts are decent and the employees are ok,"Loud obnoxious music, rude managers, horrible hours",N/A,0,css-11rm5hs,1,1,css-11rm5hs,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
47,3.0,Former Employee,It was ok,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW968749.htm,"Jun 6, 2011",Brand Model,"Columbus, OH","Easy work schedule, good discount, the managers were willing to let you self manage so you did not have them constantly on your back.  I've found that employer don't mind you having a past history with this company.  Mainly because they know you have been worked to the bone and for nothing.  So they know you are resilient and can take a high energy environment.",There was really no opportunity for advancement to the corporate level from within the store unless you quit and come back.  It is also very hard to get any communication back from the company.  Be ready to call repeatedly.,Communicate with the associates and if they are a worthy aspect of the company make the opportunity to advance available,0,css-11rm5hs,3,css-z2gtf,css-z2gtf,positive,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,5.0,Current Employee,Very rewarding,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW971663.htm,"Jun 7, 2011",Store Manager,,Fast promotion rate and huge growth internationally,Retail hours and working holidays,Take this job seriously and it will be very rewarding,0,css-1areqgb,5,css-1areqgb,5,positive,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,4.0,Former Employee,"Fun, relaxing, and tedious",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW972772.htm,"Jun 8, 2011",,,The associates were really fun to work with along with the managers. Everyone was really welcoming and it's great workplace for a college or high school student. The hours were great and people were always willing to trade shifts.,"The pay is minimum wage, so sometimes standing for 5 or 4 hours isn't very appealing. Sometimes when the store was slow you had to find something to do.",Discount on sales for employees or maybe an extra discount a month for employees to afford the AAA.,0,5,3,3,4,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,3.0,Current Employee,"Very Organized, management requires a four year degree but most management team members are incompetent",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW973242.htm,"Jun 8, 2011",Lead Stock,"Washington, DC","very organized, what they seek in their employees is very clear.  
very standardized company","full time staff members are the only ones that do anything besides a few part time staff members, the company is obviously very looks based rather than work ethic when hiring ""models""","get it together, start allowing experience versus a four year degree for management positions and you would start to have retail managers who know how to drive sales versus the idiots you have now",0,3,1,4,1,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,4.0,Former Employee,Management Bootcamp; Effective Training and Will increase your overall skills in how to manage people.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW977242.htm,"Jun 11, 2011",Store Manager,"Aventura, FL","*Skill building
*Become versatile in developing various areas of expertise, from back of house -> front of house
*Will build character and team skills","*Low pay
*Intense work environment due to large footfall of customers
*Areas for growth to cities you may not want to live in.","Pay more to retain great managers. Human resources are your best investment, invest in your staff.",0,3,4,css-z2gtf,4,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,2.0,Former Employee,It was just OKAY,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW979643.htm,"Jun 13, 2011",Impact Team Member,"Cerritos, CA","Great music, coworkers are laid back and friendly.","Not even hours, Managers sometimes suck.",,0,1,3,2,2,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,3.0,Current Employee,Boss.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW984991.htm,"Jun 17, 2011",Impact Team Member,"Tigard, OR",The people there are kinda cool and sometimes its fun but its a good amount of work and responsibility.,The amount of responsibility that you receive by yourself and the amount of work they expect you to get done in a short amount of time.,Stop cutting corners and have more people working upstairs at a time.,0,3,3,3,3,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,3.0,Former Employee,It was fine,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW990315.htm,"Jun 21, 2011",Model,,"Lots of young people ( teens and twenties) to work with
Ok discount-50s were great
I liked the clothes
Very easy work","Rules kept changing as far as dress code....it got very limited by the end
Lots of lazy managers/co-workers
Ridiculous tag lines",,0,css-z2gtf,3,2,2,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,1.0,Current Employee,Hate it,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW992946.htm,"Jun 23, 2011",Assistant Store Manager,,"good experience, get decent benefits, might be able to work with cool people if your lucky, entry level position, might be something your looking for","overwork you for what you get paid, really stingy about using benefits such as vacation days, company tries to somehow make you work more without compensating, high turnover rate, have to recruit people, favoritism is unavoidable, make promises that don't really happen such as getting promoted etc.","Corporate offices needs to really start doing something about the company especially career growth, need to value hard workers and reward them instead of putting more work load on them, be professional like they say they are",0,1,1,1,1,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,1.0,Current Employee,Not too great .,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW994042.htm,"Jun 23, 2011",Impact Team,"Garden City, NY","-The discount is great if you shop at the store
-Some of the people who work there are nice","-I've been hired for one month already and was JUST put on the schedule today. For one day. I worked one day last week, only because an employee allowed me too. 
-They assume that every time they call you last second to work you will be ready and run to the store. Today, for example, I had my sister's graduation and dinner. A manager called asking me to work (when I clearly put on the schedule I could not work today). She seemed very annoyed when I explained why I couldn't. 
-The pay is pretty bad. It's a lot of work for minimum wage... Standing on your feet for hours in the stock room and climbing all the way up to put clothing away. It's not an easy job.",Learn how to make a schedule and keep to it.,0,1,css-qt3l8j,2,1,negative,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
48,2.0,Current Employee,More downs than ups (aka find a different job),/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW996422.htm,"Jun 26, 2011",Sales Associate (Model),,"-the coworkers are chill
-get a lot of hours
-get paid (although not that much)
-work doesn't involve that much brainpower
-supposedly flexible hours (thats why they say to try to reel you in for the job, but its not true, for me at least)
-a couple of the managers are nice","-low pay (minimum wage) that does not make up for the amount of time you spend dealing with difficult customers
-work can get boring at times, especially if you are a model
-after a six/seven hour shift, your legs are dead tired from standing the entire time
-managers do have favorites, although they try to be subtle about it
-music gets very annoying
-dress code is RIDICULOUS & strict (only if you are female though, isn't too bad for the guys)
-hire based on looks 
-hours are so unpredictable (ps. please do away with call-in shifts, they make it impossible to plan)
-managers can get pretty bossy
-its hard to help out customers (for ex. assist them in looking for something) when you can only stay in one room 
-they emphasize so much on customer service yet when the line for the registers or the fitting rooms get really long, they never open any of the other ones we have in the store","If you can, please try to address each of the cons I've listed above. Good job to some of the hardworking nice managers in my store though, they deserve it :)",0,2,css-z2gtf,css-qt3l8j,css-11rm5hs,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,4.0,Current Employee,A good job with a few flaws.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW998033.htm,"Jun 27, 2011",Impact Team Member,,"The company has an awesome discount for employees with floor set changes, hires fun and outgoing employees and casual managers that make coming to work fun.",You get paid minimum wage to achieve tasks that are sometimes near impossible within your scheduled time so you're constantly hanging over. They hire people all the time and have ridiculous goals as far as new associates and then do a bad job at training those associates.,I would suggest the management realize that over hiring associates does nothing positive for the company and that treating your employees like dirt is going to force them to leave.,0,css-1areqgb,css-z2gtf,3,4,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,3.0,Current Employee,Okay,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW999307.htm,"Jun 28, 2011",,,"Utilizing customer service, it has helped me to be able to communicate with both customers and other associates for a better experience at the store.",There is very minimal interaction with the associates themselves. Secluded to do your own work so it has that cubicle feeling.,,0,3,3,3,3,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,1.0,Former Employee,Horrible,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1001694.htm,"Jun 29, 2011",Impact Team Member,"King of Prussia, PA",About the only pro about this job was that I worked with other people that were my age. It was pretty easy to request time off as well since the job is only part time.,The major downside for working for A&F was that store managers are almost completely incompetent. Also the managers are always pushing you to wear the newest style of clothing. Since the clothing is so expensive you cannot afford to buy the stuff with the minimum wage salary you are earning.,A good way to obtain and retain quality employees is by giving them raises if they perform well. In my two years with the company I was never rewarded for any of my work.,0,2,1,2,1,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,3.0,Former Employee,just a way to earn some money,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1002548.htm,"Jun 30, 2011",Model,,good looking people all around,management is bossy and demanding,recognize individual achievements in the work place,0,2,css-z2gtf,css-qt3l8j,2,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,2.0,Current Employee,The store environment was cool and fun. That was the only way I survived the slave labor.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1003794.htm,"Jul 1, 2011",Impact Team Member,"Douglasville, GA",Upbeat and laid back environment.,"Few hours.  Minimal concern for employees health, growth or livelihood.  Limited benefits. Very minimal discount on clothes.  They probably made most of their sales off of employees because you were required to wear their clothes.  Flip flops are required an inappropriately supportive considering the labor intensive stocking, re-shelving and standing necessary to complete the tasks.",Hollister leadership should set goals that directly reflect and  impact an employees growth in the company.,0,3,1,1,4,negative,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,4.0,Former Employee,Great work environment. Co-workers worked great together,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1005718.htm,"Jul 3, 2011",,,Great work environment and Opportunities for promotion,Repetitive work and wide range of hours,,0,5,4,css-1areqgb,4,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,3.0,Current Employee,Ok place to work - not great for long term,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1006063.htm,"Jul 4, 2011",Model,"Dayton, OH","I've been with this company for almost 4 years now, and I've always felt one of the main pro's is the flexibility of scheduling.  A&F requires so many associates on staff that requesting time off or finding someone to cover a shift at the last minute is very easy to do.  This makes it the perfect place to work if you're a full time student.","Pay is not great.  Like most PT retail positions you start out at minimum wage.  To top things off a few years ago they got rid of their ""raise"" system.  So despite the fact that I've been a diligent and hard worker for almost 4 years, I get paid the same amount as new hires.  The only upside to this (which some could consider a downside as well) is that seniority makes a HUGE difference when getting scheduled.  New hires often times don't get a great amount of hours.",,0,css-11rm5hs,3,2,css-z2gtf,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,3.0,Former Employee,OK,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1008766.htm,"Jul 6, 2011",A&F,"Columbus, OH","The campus is a great environment and the people can be pleasant to work with 
The initial compensation is comparably good for the industry
The close interaction between senior management provides for a quick exposure to the skills of the industry","The amount of hours that you are expected to work make it extremely difficult to maintain a balance between life and work, especially if you have a family.

Limited and complicated upward mobility",Encourage employees to cultivate a life outside of A&F so as to avoid stagnation,0,2,3,3,3,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,3.0,Former Employee,Not the worst place to work,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1009470.htm,"Jul 6, 2011",Model,,"-VERY flexible scheduling, can specify times available and not available, can usually get someone to cover a shift you cannot make
-Relatively easy job","-Sometimes cannot get as many hours as you would like
-Menial work, repetitive and sometimes extremely boring
-Smells and music get to be a bit much","-Give associates different tasks, rotate them through different responsibilities/positions
-Be more responsive to individuals, try to make work more fun with promotions",0,css-1areqgb,3,3,2,blank,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
49,3.0,Former Employee,Vapid and shallow,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1010393.htm,"Jul 7, 2011",Sales Associate (Model),,"Surrounded by attractive people, not much work to do.",Super strict look policy and constantly being critiqued by upper level management on looks.,Learn to use positive reinforcement.,0,2,2,1,2,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,3.0,Former Employee,ok,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1012564.htm,"Jul 8, 2011",,"New York, NY","It has a cool atmosphere, lots of good looking people to work around, fun young staff and you can choose your schedule.","they dont pay much at all and you have to work weekends, the store is always really dark and its easy for eyes to get tired.","i always disliked the strong smell of cologne in the store, the fact that it smells like guys cologne does not help;",0,3,3,3,3,blank,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,4.0,Current Employee,Manage stock room,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1019697.htm,"Jul 13, 2011",Team Impact,"San Francisco, CA",It is a great environment,Only con was that I was paid minimum wage,you guys did a awesome job,0,4,5,3,4,positive,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,1.0,Current Employee,Don't Appreciate Employees,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1021845.htm,"Jul 15, 2011",Store Manager,,"Much to learn
Detailed expectations
Great opportunity to meet people of a common interest
Great atmosphere for young, single, grad","Immpossible to get off for emergency
Company judges EVERYONE based on looks
Teach employees to be materialistic
DO NOT CARE ABOUT EMPLOYEES AS INDIVIDUALS",Spend more time in the stores. Find a way for managers in 3 manager stores to be off in case of emergency.  Offer fitness incintive.  QUIT RATING INDIVIDUALS ON THEIR LOOKS!,0,1,3,css-z2gtf,1,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,3.0,Former Employee,Fun place to work,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1023289.htm,"Jul 16, 2011",Assistant Store Manager,"Birmingham, AL",Fun place to work.  Challenging amount of work to do in little amount of time.  Good employee discount.,Low pay with little chance of increase unless you are promoted.,Pay sales brand representatives more.,0,3,3,3,3,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,4.0,Former Employee,"Insane at times, but great other times.",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1024615.htm,"Jul 17, 2011",Sales Associate (Model),"Sterling Heights, MI","Great clothes.
Ability to establish relationships with your coworkers that end up as your friends.
You learn how to do things faster and better than people from other clothing stores. (ie. your presentation of the product looks better than just messy stacks of clothing or items)
You learn and realize so much more by seeing and interacting with managers, customers, the impact crew, etc.","Sometimes there were horrible communication channels between managers and workers. 
People not showing up to work when scheduled.
People not calling in when there needs to be a shift covered.
Being over hours and having to close the store down with half the people you really need.",Definitely work on the communication between managers and workers.,0,3,css-11rm5hs,css-11rm5hs,3,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,3.0,Former Employee,Fine if you like folding clothes and smelling like perfume for a week,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1025217.htm,"Jul 18, 2011",Sales Associate (Model),"Palo Alto, CA",Cute clothes and decent discount,"Strong smell, loud music, complaining customers",,0,3,2,css-z2gtf,3,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,2.0,Current Employee,"""Been here 8 years? Don't care. No B.S.""",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1028672.htm,"Jul 20, 2011",Overnight Manager,"Columbus, OH","Great Benefits, Beautiful Campus, Great Job out of college, decent discount, No Degree Required","Overnight Manager dictates 6pm-2am shifts typically, and or a marginal variance on that such as 5pm-2am or 4pm-2am. Overnight Managers, or OMG's are required to stay on floorsets until 6am, typically with 1 or 2 other Assistant Managers. Specific Cons: expected to perform at a Store Manager level with Store Manager responsibility nightly, with Assistant Manager pay. Because no degree is required, typically OMG's are years away from a degree, which can and does lead to a real lack of motivation. Also, often times the daytime will not finish, and yet expect the night shift to stay until everything is completed, even if it means staying all night. Some OMG's have been employed for 6 to 7 years, and yet are not eligible for a promotion b/c they don't have a degree; however we are still expected to perform like a Store Manager...who makes $15,000 more a year than I do?","If there's no treat on the end of the stick, what in the world are we working towards? Would you do the work you're asking others to do, given the same timelines? Stop creating double standards for the daytime and expecting the night-time shift to pick up the slack. Maximize training in all positions - do not expect your OMG's to perform if you're not training them like an MIT. Additionally, it's not entirely fair to continue to keep creating positions if you are not going to follow through - reconsider the degree requirement for AM's and MIT's - especially if the people interviewing have 6 to 7 years with the company, but no degree...doesn't it make more sense to hire the person with company experience over the person with a degree in Engineering? Think about it.",0,css-qt3l8j,1,5,2,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,4.0,Current Employee,Style at A&F,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1029562.htm,"Jul 20, 2011",,,"Great, well-known, respected and profitable company... with an impeccable sense of style. If appreciate uniformity, appearances and quality, Abercrombie is a job for you.","Retail is not an industry for all, you d have to play by the rules. Long hours and tedious work is sometimes required.","Should offer better perks to employees, it will motivate them to perform better. Also, need more innovative internship opportunities for students.",0,4,4,4,4,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,5.0,Current Employee,Great people & very laid back job.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1034488.htm,"Jul 25, 2011",Model,,Good music and great people,It is pretty slow paced.,"Teach EVERYONE how to fold correctly, back stock fold correctly, and sensor correctly.",0,5,5,4,5,positive,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
50,5.0,Current Employee,Extremely flexible laid back job sales job.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1034962.htm,"Jul 25, 2011",Sales Associate (Model),"Des Peres, MO","The job is extremely flexible. If you need off that day, you can usually find someone or the store will take a call in. It is amazing for someone in college. It is also extremely laid back. They have sales goals you are supposed to meet, but there was more of a focus on maintaining, at our store at least, then customer service second.","The discount, pay, and sometimes the hours. I never had a problem getting hours since I was with the company for a while (sometimes I would work up to 40 hours) while other employees would get one or 2 days. Call ins - you have 1 or 2 a week and you call an hour before to see if they need you. You can never make official plans","Work on a better discount than the AAA's. Competitors are giving much better discounts and paying more, this could be part of the high turnover each store experiences.",0,5,css-1areqgb,2,3,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
51,1.0,Current Employee,Take it for what it is,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1039143.htm,"Jul 27, 2011",Sales Associate (Model),"Lake Grove, NY","nice clothes, good music, fun atmosphere, well lit,","not many hours are given to associates, horrible pay and no raises.",,0,4,css-z2gtf,1,3,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
51,3.0,Current Employee,"Learned alot, very stressful, company based on poor values and hires based on looks.",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1039340.htm,"Jul 27, 2011",Assistant Store Manager,"Bloomington, IL","Meet fun attractive people, get to learn the other side of working retail, learn management and customer service skills, no other job after it will ever seem as stressful and annoying as dealing with the type of people we have to deal with.","We hire based on looks, not brains or experience. We are constantly hiring new people which means we constantly have not fully trained people on the sales floor which is an inconvenience for the company.  We don't get paid to do all the work we do.","Focus on people and recruiting the best looking people, and you will go far.  Always keep your looks up and your spirits high.",0,2,3,3,2,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
51,1.0,Current Employee,Not a good place to work.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1039895.htm,"Jul 28, 2011",Store Model,,it isnt really good place. its only ok if your a kid looking for a part time job during school of over the summer,the atmosphere is horrible. the people are fake. the music  is too loud. no one cares if you've worked there for years.,if your nicer to employees and give them good feed back when they complete a task things would run a lot smoother,0,css-z2gtf,css-z2gtf,2,2,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
51,2.0,Current Employee,Keep Looking,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1044813.htm,"Aug 1, 2011",Assistant Manager,"Cleveland, OH","fun people, good looking clothes","recruiting goals, rude district manager, look policy, make you wear the clothes, ridiculous manager in training program, will transfer you without notice, repetitive music, hours","You once were an MIT, you need to start treating others with respect. They are people too!",0,css-z2gtf,2,3,3,blank,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
